,id,name,place_type,address,transport,accesible_category,wheelchair_accesibility_level,movement_accesibility_level,eye_accesibility_level,ear_accesibility_level,mental_accesibility_level,link,lat,lon
520,168,"ГБУЗ ""Старополтавская ЦРБ"" ",поликлиника,"Терапевтический ЦРБ, с. Старая Полтавка, ул. Еруслановская, 148",х,"взрослые трудоспособного возраста, пожилые",1,1,1,1,1,https://zhit-vmeste.ru/map/,50.4819977,46.4813567
521,169,"ГБУЗ ""Старополтавская ЦРБ"" ",поликлиника,"Детская поликлиника, с. Старая Полтавка, ул. Еруслановская, 148",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,50.4819977,46.4813567
522,170,"ГБУЗ ""Кумылженская ЦРБ"" ",поликлиника,"ст-ца Кумылженская, ул. Лермонтова, 1а (поликлиника)",х,все возрастные категории,2,2,2,2,2,https://zhit-vmeste.ru/map/,49.8867916,42.5739793
523,171,"ГБУЗ ЦРБ ""Руднянского муниципального района""",больница,"р.п. Рудня, ул. Пионерская, 50 (главный корпус)",х,все возрастные категории,1,1,2,2,2,https://zhit-vmeste.ru/map/,50.8110778,44.5601183
524,172,"ГБУЗ ""Среднеахтубинская ЦРБ"" ",поликлиника,"Поликлиника, Краснослободск, ул. Свердлова, 29а",х,все возрастные категории,1,1,1,2,1,https://zhit-vmeste.ru/map/,48.7018958,44.55771800000001
525,173,"ГБУЗ ""Среднеахтубинская ЦРБ"" ",поликлиника,"Поликлиника, Краснослободск, ул. Свердлова, 29а",х,дети,1,1,1,2,1,https://zhit-vmeste.ru/map/,48.7018958,44.55771800000001
526,174,"ГБУЗ ""Среднеахтубинская ЦРБ"" ",больница,"Терапевтическое отделение, Средняя Ахтуба ул. Больничная,2",х,"взрослые трудоспособного возраста, пожилые",2,2,2,2,2,https://zhit-vmeste.ru/map/,48.7110894,44.8703039
527,175,"ГУЗ ""Клиническая больница № 11"" ",больница,"Стационар, г.Волгоград, ул. Краснопресненская, 24",х,"взрослые трудоспособного возраста, пожилые",2,2,2,2,2,https://zhit-vmeste.ru/map/,48.6603567,44.4421332
528,176,"ГУЗ ""Клиническая больница № 11"" ",поликлиника,"Диагностическое отделение, г. Волгоград, ул. Ухтомского, 27",х,"взрослые трудоспособного возраста, пожилые",2,2,2,2,2,https://zhit-vmeste.ru/map/,48.6615945,44.4425459
529,177,"ГБУЗ ""Городская клиническая больница № 1 им. С.З.Фишера"" ",поликлиника,"Поликлиника, г. Волжский, ул. Луганская, 3",х,"взрослые трудоспособного возраста, пожилые",1,1,2,1,1,https://zhit-vmeste.ru/map/,48.8176494,44.7707294
530,178,"ГУЗ ""Поликлиника № 5"" ",поликлиника,"г. Волгоград, ул. 64 Армии, 18",х,"взрослые трудоспособного возраста, пожилые",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.6080041,44.4229643
531,179,"ГАУЗ ""Стоматологическая поликлиника № 11""",поликлиника,"г. Волгоград, пер. Краснодонский, 1",х,все возрастные категории,0,0,0,0,0,https://zhit-vmeste.ru/map/,48.5844919,44.4314784
532,180,"ГБУЗ ""Городская детская больница""",поликлиника,"Детская поликлиника № 4, г. Волжский, ул. Александрова, 32",х,дети,2,2,0,0,0,https://zhit-vmeste.ru/map/,48.7755106,44.8095147
533,181,"ГБУЗ ""Городская детская больница""",поликлиника,"Детская поликлиника № 3, г. Волжский, ул. Пушкина, 92а",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,48.7859264,44.7901738
534,182,"ГУЗ ""Родильный дом № 4"" ",больница,"г. Волгоград, ул. Городовикова, 10а",х,все возрастные категории,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.507115,44.556945
535,183,"ГУЗ ""Больница №16"", Волгоград",больница,"Главный корпус, г. Волгоград, ул. Пятиморская, 7 (Детское инфекционное отделение, гинекология, главный корпус, ГХИ, поликлиника)",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.51124859999999,44.5806408
536,184,"ГАУЗ ""Волжская городская стоматологическая поликлиника"" г. Волжский",поликлиника,"г. Волжский, б. Профсоюзов, 1",х,все возрастные категории,0,0,2,0,0,https://zhit-vmeste.ru/map/,48.77663099999999,44.77526
537,185,"ГБУЗ ""Волгоградская областная инфекционная больница № 2"" ",больница,"Стационар, г.Волжский, ул. Пушкина, 32",х,все возрастные категории,2,1,2,1,1,https://zhit-vmeste.ru/map/,48.7935727,44.7643962
538,186,"ГБУЗ ""Волгоградская областная детская клиническая психиатрическая больница"" (Центр психического здоровья детей и подростков), Волгоград",поликлиника,"г. Волгоград, ул. Батальонная, 15 (диспансер)",х,дети,1,1,1,1,0,https://zhit-vmeste.ru/map/,48.7295117,44.54232
539,187,"ГУЗ ""Детская клиническая больница № 8""",больница,"Здание А-I, круглосуточный стационар, г. Волгоград, ул. Ковровская, 2 ",х,дети,1,2,2,2,2,https://zhit-vmeste.ru/map/,48.7011283,44.5021651
540,188,"ГУЗ ""Клиническая больница скорой медицинской помощи № 7""",больница,"г. Волгоград, ул. Казахская, 1 (Гинекологическое отделение) (нет новых фото)",х,"взрослые трудоспособного возраста, пожилые",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.6762441,44.4565171
541,189,"ГУЗ ""Клиническая больница скорой медицинской помощи № 7""",больница,"г. Волгоград, ул. Казахская, 1 (Гинекологическое отделение)",х,"взрослые трудоспособного возраста, пожилые",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.6762441,44.4565171
542,190,"ГБУЗ ""Камышинская детская городская больница"", Камышин ",поликлиника,"г. Камышин, ул. Мира, 26 (Детская поликлиника № 2)",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,50.1078501,45.4207244
543,191,"ГУЗ ""Детская клиническая поликлиника № 15""",поликлиника,"г. Волгоград, ул. Пархоменко, 19 II педиатрическое отделение)",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7156678,44.5133642
544,192,"ГБУЗ ""Быковская ЦРБ""",больница,"р.п. Быково, ул. Волжская, 50 (приемное отделение)",х,все возрастные категории,0,0,0,0,0,https://zhit-vmeste.ru/map/,49.7600854,45.3761707
546,1,"ГБУК ""Волгоградский музей изобразительных искусств им.И.И.Машкова""",музей,"г.Волгоград, пр-кт .им.В.И.Ленина, д.21",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.708048,44.5133034
547,2,"ГБУК ""Волгоградская областная универсальная научная библиотека им.М.Горького""",библиотека,"г.Волгоград, ул.Мира, д. 15",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7125887,44.5200635
548,3,"ГБУК ""Волгоградская филармония""",концертное учреждение,"г. Волгоград, ул.Набережная 62-й Армии, д.4",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7251852,44.5374777
549,4,"ГБУК ""Волгоградский областной центр народного творчества""",центр народного творчества,"г.Волгоград, пр. Энгельса, д.1а",х,все возрастные категории,1,1,2,2,1,https://zhit-vmeste.ru/map/,48.5202853,44.5484562
550,5,"ГБУК ""Волгоградский театр юного зрителя""",театр,"г.Волгоград, ул. Рабоче-Крестьянская, 42",х,"дети, все возрастные категории",1,1,1,2,1,https://zhit-vmeste.ru/map/,48.691074,44.487953
551,6,"ГБУК ""Волгоградский театр юного зрителя""",театр,"г.Волгоград, пр-кт им.В.И.Ленина, д.15",х,"дети, все возрастные категории",0,0,0,0,0,https://zhit-vmeste.ru/map/,48.708048,44.5133034
552,7,"ГБУК ""Волгоградский музыкально-драматический казачий театр""",театр,"г.Волгоград, ул. Академическая, д.3",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.6950418,44.4973785
553,8,"ГКУК ВО ""Волгоградская областная библиотека для молодежи""",библиотека,"г.Волгоград, ул. Череповецкая, д.1",х,"молодежь, все возрастные категории",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.705894,44.486404
554,9,"ГКУК ВО ""Волгоградская областная детская библиотека""",библиотека,"г.Волгоград, ул. Рокоссовского, д.48",х,"дети, все возрастные категории",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7246734,44.5169545
555,10,"ГКУК ВО ""Волгоградская областная специальная библиотека для слепых""",библиотека,"г.Волгоград, ул. Невская, д.7",х,"инвалиды по зрению, все возрастные категории",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7155,44.51087099999999
556,11,"ГОБУК ВО ""Волгоградский государственный институт искусств и культуры"" (учебный корпус)",ВУЗ,"г.Волгоград, ул. Циолковского, д.4",х,"молодежь, дети, все возрастные категории",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.69828090000001,44.5058461
557,12,"ГОБУК ВО ""Волгоградский государственный институт искусств и культуры"" (общежитие)",ВУЗ (общежитие),"г.Волгоград, ул. Ковровская, д.4",х,"молодежь, дети, все возрастные категории",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.6998541,44.502063
558,13,"ГБУК ""Историко-этнографический и архитектурный музей-заповедник ""Старая Сарепта""",музей,"г.Волгоград, ул. Изобильная, д.10",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.512343,44.550802
559,14,"ГБУК ""Волгоградский государственный театр ""Царицынская Опера""",театр,"г.Волгоград, пр-кт им.В.И.Ленина, д.97",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.708048,44.5133034
560,15," ГОБУК ВО ""Волгоградский государственный институт искусств и культуры"" филиал в г.Камышин ",ВУЗ,"г.Камышин,ул.Октябрьская, д.42",х,"молодежь, дети, все возрастные категории",1,1,1,1,1,https://zhit-vmeste.ru/map/,50.0848116,45.4057286
561,16,"ГОБУК ВО ""Волгоградский государственный институт искусств и культуры"" филиал в г.Камышин ",ВУЗ (общежитие),"г.Камышин, ул.Пролетарская. д.111",х,"молодежь, дети, все возрастные категории",1,1,1,1,1,https://zhit-vmeste.ru/map/,50.07438089999999,45.3974125
562,17,"ГКУ ВО ""Государственный архив Волгоградской области""",архив,"г.Волгоград, ул.Коммунистическая, д.30",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7142585,44.5206475
563,18,"ГБУК ""Волгоградский областной краеведческий музей""",музей,"г.Волгоград, пр-кт им.В.И.Ленина, д.5а",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.708048,44.5133034
564,19,"ГБУК ""Волгоградский областной краеведческий музей""",музей,"г.Волгоград, пр-кт им.В.И.Ленина, д.7",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.708048,44.5133034
565,20,"ГБУК ""Центр документации новейшей истории Волгоградской области""",архив,"г.Волгоград, ул.Дымченко , д.16",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.729648,44.5347839
566,21,"ГБУК ""Волгоградский областной театр кукол""",театр,"г.Волгоград, ул.Коммунистическая, д.1",х,"дети, все возрастные категории",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.707867,44.507223
568,1,"ГКУ ""Центр социальной защиты населения по Алексеевскому району"" ",центр социальной защиты населения,"Волгоградская область, Алексеевский район, ст.Алексеевская, пер. Советский, 26",х,все возрастные категории,2,1,2,1,1,https://zhit-vmeste.ru/map/,50.28998920000001,42.1856381
569,2,"ГКУ ""Центр социальной защиты населения  по Быковскому району""",центр социальной защиты населения,"Волгоградская область, р.п. Быково, ул.Куйбышева, 1",х,"взрослые трудоспособного возраста, пожилые, все возрастные категории",2,1,2,2,1,https://zhit-vmeste.ru/map/,49.7657235,45.384856
570,3,"ГКУ ""Центр социальной защиты населения  по Городищенскому району""",центр социальной защиты населения,"Волгоградская область, Городищенский район, р.п. Городище, ул. Промышленная, 6",х,"врослые трудоспособного возраста, пожилые",1,0,1,1,0,https://zhit-vmeste.ru/map/,48.8084369,44.4838017
571,4,"ГКУ ""Центр социальной защиты населения  по Даниловскому району""",центр социальной защиты населения,"Волгоградская область, Даниловский район, р.п. Даниловка, ул. Центральная, д.8 ",х,"взрослые трудоспособного возраста, пожилые",2,1,1,1,1,https://zhit-vmeste.ru/map/,50.3513143,44.12175939999999
572,5,"ГКУ ""Центр социальной защиты населения  по Дубовскому району""",центр социальной защиты населения,"Волгоградская область, г.Дубовка, ул.Первомайская,д.56",х,"дети, взрослые трудоспособного возраста, пожилые",0,0,0,0,0,https://zhit-vmeste.ru/map/,49.0551245,44.82641779999999
573,6,"ГКУ ЦСЗН по Еланскому району""",центр социальной защиты населения,"Еланский район, р.п. Елань, ул. Гоголя, д. 5",х,все возрастные категории,2,1,1,1,1,https://zhit-vmeste.ru/map/,50.9407393,43.7369632
574,7,"ГКУ ""Центр социальной защиты населения  по Жирновскому району""",центр социальной защиты населения,"Волгоградская область, г. Жирновск, ул. Ломоносова, д.62",х,"взрослые трудоспособного возраста, пожилые",1,1,2,0,0,https://zhit-vmeste.ru/map/,50.9732665,44.7812612
575,8,"ГКУ ""Центр социальной защиты населения  по Иловлинскому району""",центр социальной защиты населения,"Волгоградская область, р.п.Иловля, пл.Ленина, д.1",х,все возрастные категории,1,1,0,0,0,https://zhit-vmeste.ru/map/,49.3065126,43.9786631
576,9,"ГКУ""Центр социальной защиты населения  по Калачевскому району""",центр социальной защиты населения,"г.Калач-на-Дону, ул.Октябрьская, д.125 ",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.6813984,43.5405407
577,10,"ГКУ ""Центр социальной защиты населения  по Камышинскрому району"" ",центр социальной защиты населения,"Волгоградская область, г. Камышин, ул. Юбилейная, д. 4а",х,все возрастные категории,0,0,2,1,0,https://zhit-vmeste.ru/map/,50.10736499999999,45.418511
578,11,"ГКУ ""Центр социальной защиты населения  по Киквидзенскому району""",центр социальной защиты населения,"Волгоградская область, Киквидзенский район, ст.Преображенская, ул.Энгельса,22",х,все возрастные категории,0,0,1,1,0,https://zhit-vmeste.ru/map/,50.7445068,43.0528531
579,12,"ГКУ ""Центр социальной защиты населения  по Клетскому району""",центр социальной защиты населения,"Волгоградская область, Клетский район., ст.Клетская., ул.Ленина, д.45",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,49.3069277,43.0542141
580,13,"ГКУ ""Центр социальной защиты населения  по Котельниковскому району""",центр социальной защиты населения,"Волгоградская область, г. Котельниково, ул. Советская, 19",х,"дети, взрослые трудоспособного возраста, пожилые, все возрастные категории",1,1,2,1,1,https://zhit-vmeste.ru/map/,47.632323,43.1461762
581,14,"ГКУ ""Центр социальной защиты населения  по Котовскому району""",центр социальной защиты населения,"Волгоградской область, г.Котово, ул. Школьная, д.1",х,все возрастные категории,2,1,2,1,1,https://zhit-vmeste.ru/map/,50.3196423,44.8029281
582,15,"ГКУ ""Центр социальной защиты населения  по Ленинскому району""",центр социальной защиты населения,"Ленинский район, г.Ленинск, ул.Ленина, д.205",х,все возрастные категории,2,0,0,0,0,https://zhit-vmeste.ru/map/,48.6971406,45.1951565
583,16,"ГКУ ""Центр социальной защиты населения  по Нехаевскому району""",центр социальной защиты населения,"Волгоградская область, Нехаевский р-н, ст.Нехаевская, ул.Рабочая, д.7",х,все возрастные категории,1,0,0,0,0,https://zhit-vmeste.ru/map/,50.405938,41.76523299999999
584,17,"ГКУ ""Центр социальной защиты населения  по Николаевскому району""",центр социальной защиты населения,"Николаевский район, г.Николаевск, ул.Мира д.9/4",х,"дети, взрослые трудоспособного возраста, пожилые, все возрастные категории",0,0,2,0,0,https://zhit-vmeste.ru/map/,50.0310824,45.4507887
585,18,"ГКУ ""Центр социальной защиты населения  по Новоаннинскому району""",центр социальной защиты населения,403958 Волгоградская обл. г.Новоаннинский ул.Мира 41,х,все возрастные категории,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.5296361,42.6639112
586,19,"ГКУ ""Центр социальной защиты населения  по Новониколаевскому району""",центр социальной защиты населения,"Новониколаевский р-н, рп Новониколаевский, ул. Советская, д.10А",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,50.9741539,42.36865299999999
587,20,"ГКУ ""Центр социальной защиты населения  по  Октябрьскому району""",центр социальной защиты населения,"Волгоградская область, р.п.Октябрьский, ул.Центральная, д.20",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,47.9684617,43.65333649999999
588,21,"ГКУ ""Центр социальной защиты населения  по Ольховскому району""",центр социальной защиты населения,"Волгоградская область, Ольховский район, с. Ольховка, ул. Советская, д. 24",х,все возрастные категории,0,0,2,0,0,https://zhit-vmeste.ru/map/,49.8551704,44.5669207
589,22,"ГКУ ""Центр социальной защиты населения  по Палласовскому району""",центр социальной защиты населения,"Волгоградская область, Палласовский район, г.Палласовка ул. Первомайская,1Б",х,все возрастные категории,2,2,1,1,2,https://zhit-vmeste.ru/map/,50.05049460000001,46.8833495
590,23,"ГКУ ""Центр социальной защиты населения  по Кумылженскому району""",центр социальной защиты населения,"Волгоградская область, Кумылженский район, ст-ца Кумылженская ул.Пушкина,3",х,все возрастные категории,2,1,1,1,1,https://zhit-vmeste.ru/map/,49.8794969,42.59326900000001
591,24,"ГКУ ""Центр социальной защиты населения  по Руднянскому району""",центр социальной защиты населения,"Руднянский район, р.п.Рудня, ул.Октябрьская, д.112",х,"дети,взрослые трудоспособного возраста, пожилые",2,1,2,1,1,https://zhit-vmeste.ru/map/,50.79226389999999,44.557104
592,25,"ГКУ ""Центр социальной защиты населения  по Светлоярскому району""",центр социальной защиты населения,"Волгоградская область, р.п.Светлый Яр, пер.Театральный,д.19  ",х,"дети, взрослые трудоспособного возраста, пожилые",2,1,1,1,1,https://zhit-vmeste.ru/map/,48.4790559,44.7808312
593,26,"ГКУ ""Центр социальной защиты населения  по Серафимовичскому району""",центр социальной защиты населения,"Волгоградская область, г. Серафимович, ул. Октябрьская, д. 65",х,"взрослые трудоспособного возраста, пожилые",2,2,2,2,0,https://zhit-vmeste.ru/map/,49.58337040000001,42.733565
594,27,"ГКУ ""Центр социальной защиты населения  по Среднеахтубинскому району""",центр социальной защиты населения,"404143, Среднеахтубинский район, р.п.Средняя Ахтуба, ул.Партизанская, д.51",х,все возрастные категории,1,0,2,2,0,https://zhit-vmeste.ru/map/,48.7132011,44.8581353
595,28,"ГКУ ""Центр социальной защиты населения  по Старополтавскому району""",центр социальной защиты населения,"Волгоградская область Старополтавский район, с. Старая Полтавка, ул. Центральная, 87",х,все возрастные категории,2,2,2,2,2,https://zhit-vmeste.ru/map/,50.4767211,46.48390819999999
596,29,"ГКУ ""Центр социальной защиты населения  по Суровикинскому району""",центр социальной защиты населения,"Волгоградская область, г.Суровиикно, МКР 2, д.3",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.6102216,42.8528334
597,30,"ГКУ ""Центр социальной защиты населения  по Чернышковскому району"" ",центр социальной защиты населения,"Волгоградская область, р.п.Чернышковский, ул.Советская, 84",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.4236246,42.22272479999999
598,31,"ГКУ ""Центр социальной защиты населения  по городу Волжскому""",центр социальной защиты населения,"Волгоградская область, г. Волжский, ул. Кирова, д. 17",х,все возрастные категории,0,0,0,0,0,https://zhit-vmeste.ru/map/,48.810435,44.7501473
599,32,"ГКУ ""Центр социальной защиты населения  по городу Камышину""",центр социальной защиты населения,"Волгоградская область, г. Камышин, 6 мкр., д. 1",х,"дети, взрослые трудоспособного возраста, пожилые, все возрастные категории",0,0,1,1,0,https://zhit-vmeste.ru/map/,50.0909762,45.4170779
600,33,"ГКУ ""Центр социальной защиты населения  по городскому округу г.Михайловка""",центр социальной защиты населения,"Волгоградская область, г.Михайловка, ул. Некрасова, 24/2",х,"дети, взрослые трудоспособного возраста, пожилые",1,1,1,1,1,https://zhit-vmeste.ru/map/,50.07516690000001,43.2345834
601,34,"ГКУ ""Центр социальной защиты населения  по г.Урюпинску и Урюпинскому р-ну""",центр социальной защиты населения,"Волгоградская область, г. Урюпинск, пер. Селиверстова, д.19",х,все возрастные категории,2,1,1,1,1,https://zhit-vmeste.ru/map/,50.7876995,41.9990665
602,35,"ГКУ ""Центр социальной защиты населения  по городу Фролово и Фроловскому району""",центр социальной защиты населения,"Фроловский район, г. Фролово, ул.Пролетарская, д. 14/2",х,все возрастные категории,2,1,0,0,0,https://zhit-vmeste.ru/map/,49.7687992,43.6425336
603,36,"ГКУ ""Центр социальной защиты населения  по Ворошиловскому району Волгограда""",центр социальной защиты населения,"Волгоград, ул. Козловская, д.3",х,все возрастные категории,2,1,2,1,1,https://zhit-vmeste.ru/map/,48.7009992,44.5005852
604,37,"ГКУ ""Центр социальной защиты населения  по Дзержинскому району Волгограда"" ",центр социальной защиты населения,"Волгоград, ул. Полесская, д.3А",х,все возрастные категории,0,0,2,1,0,https://zhit-vmeste.ru/map/,48.7691524,44.4805567
605,38,"ГКУ ""Центр социальной защиты населения  по Кировскому району Волгограда""",центр социальной защиты населения,"Волгоград, ул. 64 Армии,16",х,все возрастные категории,2,1,1,1,1,https://zhit-vmeste.ru/map/,48.607484,44.422996
607,40,"ГКУ ""Центр социальной защиты населения  по Красноармейскому району Волгограда""",центр социальной защиты населения,"Волгоград, ул.Фадеева, 17",х,"дети, взрослые трудоспособного возраста, пожилые, все возрастные категории",2,1,1,1,1,https://zhit-vmeste.ru/map/,48.5143874,44.559425
608,41,"ГКУ ""Центр социальной защиты населения  по Краснооктябрьскому району Волгограда""",центр социальной защиты населения,"Волгоград, ул. Депутатская, 1",х,все возрастные категории,2,2,2,1,1,https://zhit-vmeste.ru/map/,48.7821335,44.5718319
609,42,"ГКУ ""Центр социальной защиты населения  по Советскому району",центр социальной защиты населения,"Волгоград, пр. Университетский, д. 45",х,"дети, взрослые трудоспособного возраста, пожилые",1,0,0,0,0,https://zhit-vmeste.ru/map/,48.6660714,44.4420732
610,43,"ГКУ ""Центр социальной защиты населения  по Тракторозаводскому району Волгограда""",центр социальной защиты населения,"Волгоград, ул. Дзержинского, д. 2 А",х,все возрастные категории,2,1,1,1,1,https://zhit-vmeste.ru/map/,48.80365159999999,44.605125
611,44,"ГКУ ""Центр социальной защиты населения  по Центральному району Волгограда""",центр социальной защиты населения,"Волгоград, ул.Невская, д.8.",х,"дети, взрослые трудоспособного возраста, пожилые",2,1,2,1,1,https://zhit-vmeste.ru/map/,48.7173755,44.5111125
612,45,"ГКУ СО ""Алексеевский центр социального обслуживания населения""", центр социального обслуживания населения,"Волгоградская область, ст.Алексеевская, пер.Советский, 26 ",х,все возрастные категории,2,1,1,2,1,https://zhit-vmeste.ru/map/,50.28998920000001,42.1856381
613,46,"ГКУ СО ""Городищенский центр социального обслуживания населения""", центр социального обслуживания населения,"Волгоградская область, р.п.Городище, ул.Промышленная, д.3",х,все возрастные категории,2,1,0,0,1,https://zhit-vmeste.ru/map/,48.8066853,44.48259609999999
614,47,"ГКУ СО ""Даниловский центр социального обслуживания населения""", центр социального обслуживания населения,"Волгоградская область, р.п. Даниловка, ул.Коммунистическая, 13",х,все возрастные категории,2,2,2,2,2,https://zhit-vmeste.ru/map/,50.3604767,44.1175046
616,49,"ГКУ СО ""Еланский центр социального обслуживания населения""", центр социального обслуживания населения,"Волгоградская область, Еланский район, р.п. Елань, ул. Большая Казанская, 61",х,все возрастные категории,2,1,2,2,1,https://zhit-vmeste.ru/map/,50.9491064,43.7236375
617,50,"ГКУ СО ""Жирновский центр социального обслуживания населения""", центр социального обслуживания населения,"Жирновский район, г. Жирновск, ул. Строителей, д. 9 А",х,все возрастные категории,2,2,1,2,2,https://zhit-vmeste.ru/map/,50.97618190000001,44.7840113
618,51,"ГКУ СО ""Иловлинский центр социального обслуживания населения""", центр социального обслуживания населения,"Волгоградская область р.п. Иловля, ул. Спортивная, д.20",х,все возрастные категории,1,1,0,0,0,https://zhit-vmeste.ru/map/,49.2980448,43.9817534
620,53,"ГКУ СО ""Калачевский центр социального обслуживания населения""", центр социального обслуживания населения,"Калачевский район, г.Калач-на-Дону, ул.Маяковского, д.6",х,все возрастные категории,1,1,1,0,0,https://zhit-vmeste.ru/map/,48.67947239999999,43.54085509999999
621,54,"ГКУ СО ""Камышинский центр социального обслуживания населения""", центр социального обслуживания населения,"Волгоградская область, г. Камышин, 6 мкр.,д.1",х,"дети, взрослые трудоспособного возраста, пожилые, все возрастные категории",1,1,1,1,1,https://zhit-vmeste.ru/map/,50.0909762,45.4170779
624,57,"ГКУ СО ""Киквидзенский центр социального обслуживания населения""",центр социального обслуживания населения,"Волгоградская область, Киквидзенский район, ст. Преображенская, ул.Ленина, д.67",х,все возрастные категории,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.7417461,43.0543862
625,58,"ГКУ СО ""Клетский центр социального обслуживания населения""",центр социального обслуживания населения,"Волгоградская область, Клетский район, станица Клетская, улица Сушкова, д. 56",х,все возрастные категории,0,2,2,0,0,https://zhit-vmeste.ru/map/,49.3069277,43.0542141
626,59,"ГКУ СО ""Котельниковский центр социального обслуживания населения""",центр социального обслуживания населения,"Волгоградская область, Котельниковский район, г.Котельниково, ул.Ленина, д.6",х,"дети, взрослые трудоспособного возраста,пожилые",2,2,1,1,1,https://zhit-vmeste.ru/map/,47.6271863,43.1455497
627,60,"ГКУ СО ""Ленинский центр социального обслуживания населения""",центр социального обслуживания населения,"Волгоградская область, Ленинский район, г. Ленинск, ул. Ленина, 208 г.",х,все возрастные категории,0,0,2,2,0,https://zhit-vmeste.ru/map/,48.69366580000001,45.1987517
628,61,"ГКУ СО ""Михайловский центр социального обслуживания населения""", центр социального обслуживания населения,"Волгоградская область, г. Михайловка, ул. Мира, д. 65.",х,все возрастные категории,0,0,0,1,1,https://zhit-vmeste.ru/map/,50.0552212,43.2391411
630,63,"ГКУ СО ""Нехаевский центр социального обслуживания населения""", центр социального обслуживания населения,"Волгоградская обл., Нехаевский район, ст.Нехаевская, Гагарина ул., д. 17",х,все возрастные категории,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.405938,41.76523299999999
632,65,"ГКУ СО ""Новониколаевский центр социального обслуживания населения""",центр социального обслуживания населения,"Новониколаевский  район, р.п.Новониколаевский ул.Советская д.10 А",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,50.9741539,42.36865299999999
633,66,"ГКУ СО  ""Октябрьский центр социального обслуживания населения""",центр социального обслуживания населения,"Октябрьский район, р.п. Октябрьский, ул.Центральная, д.19",х,все возрастные категории,1,1,1,0,0,https://zhit-vmeste.ru/map/,47.9682988,43.651975
634,67,"ГКУ СО""Палласовский центр социального обслуживания населения""",центр социального обслуживания населения,"Волгоградская обл., г. Палласовка, ул. Ушакова, д. 2",х,все возрастные категории,2,2,2,2,2,https://zhit-vmeste.ru/map/,50.0448051,46.9085929
635,68,"ГКУ СО ""Кумылженский центр социального обслуживания населения""",центр социального обслуживания населения,"Кумылженский район ст.Кумылженская, ул. Ленина5/2",х,все возрастные категории,2,2,2,2,2,https://zhit-vmeste.ru/map/,49.8852321,42.5959233
636,69,"ГКУ СО ""Ольховский центр социального обслуживания населения""",центр социального обслуживания населения,"Волгоградская область, Ольховский рацон, с.Ольховка, ул.Базарная, д.10",х,все возрастные категории,2,0,0,0,1,https://zhit-vmeste.ru/map/,49.8529815,44.5599041
637,70,"ГКУ СО ""Руднянский центр социального обслуживания населения""",центр социального обслуживания населения," Волгоградская область, Руднянский район, р.п. Рудня, ул. Красная, д.4а",х,все возрастные категории,2,2,2,2,2,https://zhit-vmeste.ru/map/,50.80005449999999,44.5552469
638,71,"ГКУ СО ""Светлоярский центр социального обслуживания населения""",центр социального обслуживания населения,"Светлоярский район, р.п.Светлый Яр, ул. Мелиоративная д.3",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.4698123,44.7833134
