,id,name,place_type,address,transport,accesible_category,wheelchair_accesibility_level,movement_accesibility_level,eye_accesibility_level,ear_accesibility_level,mental_accesibility_level,link,lat,lon
6,1,"Детский сад п. Карповка, структурное подразделение муниципального бюджетного дошкольного образовательного учреждения ""Новорогачинский детский сад ""Золотой петушок""",детский сад,"Городищенский район, с. Карповка, ул. Новая, д. 4",х,дети,2,2,0,0,0,https://zhit-vmeste.ru/map/,48.70475589999999,43.9774129
7,2,"Детский сад п. Самофаловка, структурное подразделение муниципального бюджетного дошкольного образовательного учреждения ""Городищенский детский сад ""Аленушка""",детский сад,"Городищенский район, п.Самофаловка, ул. Новостроевская, д.16",х,дети,2,2,0,0,0,https://zhit-vmeste.ru/map/,48.9471403,44.2142482
8,3,"Детский сад р.п. Городище,  структурное подразделение  муниципального  бюджетного дошкольного образовательного учреждения ""Городищенский детский сад ""Радуга""",детский сад,"Городищенский район, р.п. Городище, пр. Ленина, 3 а
",х,дети,2,2,0,0,0,https://zhit-vmeste.ru/map/,48.8095279,44.4809592
9,4,Муниципальное казенное дошкольное образовательное учреждение детский сад № 3 г. Дубовки Дубовского муниципального района Волгоградской области,детский сад,"Дубовский район, г. Дубовка, ул.Котовского, д. 13",х,дети,0,0,1,1,0,https://zhit-vmeste.ru/map/,49.041533,44.8146224
10,5,Муниципальное казенное дошкольное образовательное учреждение детский сад № 4 г. Дубовки Дубовского муниципального района Волгоградской области,детский сад,"Дубовский район, г. Дубовка, ул.Республиканская, д. 27",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,49.0532628,44.8265815
11,6,"Муниципальное бюджетное дошкольное образовательное учреждение ""Еланский детский сад № 3 ""Алёнушка"" Еланского муниципального района Волгоградской области",детский сад,"Еланский район, р.п. Елань, ул.Красная, д. 18",х,дети,0,0,1,0,0,https://zhit-vmeste.ru/map/,50.9450882,43.7409257
12,7,"Дошкольное образовательное учреждение муниципальный детский сад № 9 ""Золотой ключик"" города Жирновска Волгоградской области",детский сад,"Жирновский район, г. Жирновск, ул.Ломоносова, д. 3",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.9815795,44.771724
13,8,"Муниципальное бюджетное дошкольное образовательное учреждение центр развития ребенка – детский сад ""Тюльпан"" Иловлинского муниципального района Волгоградской области",детский сад,"Иловлинский район, р.п. Иловля, ул.Буденного, д. 8",х,дети,1,0,1,1,0,https://zhit-vmeste.ru/map/,49.3104267,43.9860088
14,9,"Муниципальное бюджетное дошкольное образовательное учреждение Логовский детский сад ""Сказка"" Иловлинского муниципального района Волгоградской области",детский сад,"Иловлинский район, с. Лог, ул. Новая, д. 17 а",х,дети,1,0,1,1,0,https://zhit-vmeste.ru/map/,49.4774391,43.8548862
15,10,Муниципальное бюджетное дошкольное образовательное учреждение Детский сад № 1 городского округа – город Камышин,детский сад,"г. Камышин, ул. Гоголя, д. 31",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.0845867,45.40932170000001
16,11,Муниципальное бюджетное дошкольное образовательное учреждение Детский сад № 47 городского округа - город Камышин,детский сад,"г. Камышин, 6 микрорайон, д. 16 а",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,50.0909762,45.4170779
17,12,"Муниципальное казенное дошкольное образовательное учреждение ""Преображенский детский сад № 1 ""Аленушка"" ",детский сад,"Киквидзенский район, ст.Преображенская, ул. Мира, д. 73 в",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,50.7395599,43.0479415
18,13,"Муниципальное автономное дошкольное образовательное учреждение детский сад ""Сказка"" Котельниковского муниципального района Волгоградской области",детский сад,"Котельниковский район, г.Котельниково, ул. Строителей, д. 1",х,     дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,47.6340372,43.1461629
19,14,Муниципальное дошкольное образовательное учреждение – детский сад № 8 г. Котово Волгоградской области,детский сад,"Котовский район, г.Котово, ул.Нефтяников, д. 9",х,дети,1,1,2,2,0,https://zhit-vmeste.ru/map/,50.3187428,44.7988621
20,15,"Структурное подразделение ""Радуга"" МБДОУ ""Детский сад ""Лукоморье"" городского округа город Михайловка Волгоградской области""",детский сад,"г. Михайловка, ул. Коммуны, д. 160 а",х,дети,1,0,1,2,0,https://zhit-vmeste.ru/map/,50.075545,43.2376405
21,16,"Структурное подразделение ""Созвездие"" МБДОУ ""Детский сад ""Лукоморье"" городского округа город Михайловка Волгоградской области""",детский сад,"г. Михайловка, ул. Республиканская, д.46 а",х,дети,0,0,1,2,0,https://zhit-vmeste.ru/map/,50.0656151,43.2263695
22,17,"Муниципальное казенное дошкольное образовательное учреждение Нехаевский детский сад ""Колосок"" Нехаевского муниципального района Волгоградской области",детский сад,"Нехаевский район, ст. Нехаевская, ул.Мира, д. 42",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.405938,41.76523299999999
23,18,Муниципальное казенное дошкольное образовательное учреждение Новоаннинский детский сад № 4 Новоаннинского муниципального района Волгоградской области,детский сад,"Новоаннинский район, г.Новоаннинский, ул. Киквидзе, д. 105 ",х,дети,1,1,2,1,1,https://zhit-vmeste.ru/map/,50.5240854,42.6795932
24,19,Муниципальное казенное дошкольное образовательное учреждение Новоаннинский детский сад № 5 Новоаннинского муниципального района Волгоградской области,детский сад,"Новоаннинский район, г. Новоаннинский, ул. Пионерская, д.111д",х,дети,1,1,2,1,1,https://zhit-vmeste.ru/map/,50.5315598,42.6921201
25,20,"Муниципальное казенное дошкольное образовательное учреждение ""Новониколаевский детский сад № 1"" Новониколаевского муниципального района Волгоградской области",детский сад,"Новониколаевский район, р.п.Новониколаевский, ул. Левченко, д. 8",х,дети,1,0,0,0,0,https://zhit-vmeste.ru/map/,50.9777205,42.3615238
26,21,"Муниципальное автономное дошкольное образовательное учреждение ""Новониколаевский детский сад № 3"" Новониколаевского муниципального района Волгоградской области",детский сад,"Новониколаевский район, р.п.Новониколаевский, ул. Сиреневая, д.84",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.9649331,42.3444648
27,22,"Муниципальное казенное общеобразовательное учреждение  ""Зензеватская средняя школа"" Ольховского муниципального района Волгоградской области (дошкольные группы)",детский сад," Ольховский район, с. Зензеватка, ул.Октябрьская, д. 2 а",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,49.806529,44.53635999999999
28,23,"Муниципальное казенное дошкольное образовательное учреждение ""Детский сад ""Золотой ключик"" п. Новостройка Палласовского  района Волгоградской области",детский сад,"Палласовский район, п. Новостройка, ул. Весенняя, д. 1",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,50.0253709,46.8813162
29,24,"Муниципальное казенное дошкольное образовательное учреждение ""Руднянский детский сад ""Сказка"" Руднянского муниципального района Волгоградской области",детский сад,"Руднянский район, р.п. Рудня, ул.Пионерская, д. 97",х,дети,1,0,1,1,0,https://zhit-vmeste.ru/map/,50.8079342,44.55615479999999
30,25,"Муниципальное казенное дошкольное образовательное учреждение ""Руднянский детский сад ""Огонек"" Руднянского муниципального района Волгоградской области",детский сад,"Руднянский район, р.п. Рудня, ул.Толстого, д. 72",х,дети,0,1,1,1,0,https://zhit-vmeste.ru/map/,50.7940444,44.5606167
31,26,"Муниципальное казенное образовательное учреждение ""Матышевская средняя общеобразовательная школа"" (дошкольная группа) Руднянского муниципального района Волгоградской области",детский сад,"Руднянский район, с. Матышево, ул.Московская, д. 60",х,дети,1,0,2,2,0,https://zhit-vmeste.ru/map/,50.8253066,44.1979621
32,27,"Муниципальное автономное дошкольное образовательное учреждение ""Светлоярский детский сад № 5"" Светлоярского муниципального района Волгоградской области",детский сад,"Светлоярский район, р.п. Светлый Яр, ул. Мира, д. 3",х,дети ,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.47576830000001,44.779811
33,28,"Муниципальное бюджетное дошкольное образовательное учреждение ""Светлоярский детский сад № 7"" Светлоярского муниципального района Волгоградской области",детский сад,"Светлоярский район, р.п. Светлый Яр, микрорайон № 1, д. 22 а",х,дети ,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.47576830000001,44.779811
34,29,"Муниципальное дошкольное образовательное учреждение ""Детский сад ""Золотой петушок"" 
р.п. Средняя Ахтуба Среднеахтубинского района Волгоградской области
",детский сад,"Среднеахтубинский район, р.п. Средняя Ахтуба, ул. Октябрьская, д.89а",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7166589,44.8621366
35,30,"Муниципальное дошкольное образовательное учреждение ""Детский сад ""Семицветик"" 
г. Краснослободска Среднеахтубинского района Волгоградской области

",детский сад,"Среднеахтубинский район, г. Краснослободск, пер. Дачный-50, 10",х,дети,1,1,1,1,0,https://zhit-vmeste.ru/map/,48.7049743,44.5711686
36,31,"Муниципальное дошкольное образовательное учреждение ""Детский сад ""Водник"" г. Краснослободска Среднеахтубинского района Волгоградской области ",детский сад,"Среднеахтубинский район, г. Краснослободск, ул. Шестакова, д. 5 а",х,дети,0,0,1,1,0,https://zhit-vmeste.ru/map/,48.70983589999999,44.573032
37,32,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа"" х. Лебяжья Поляна Среднеахтубинского района Волгоградской области (дошкольные группы)",детский сад,"Среднеахтубинский район, х. Лебяжья Поляна, ул. Широкая, д. 7",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.76820590000001,44.703957
38,33,"Муниципальное автономное дошкольное образовательное учреждение ""Детский сад  ""Непоседа"" г. Суровикино Волгоградской области",детский сад,"Суровикинский район, г. Суровикино мкр. 1-й, д. 58",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.6102216,42.8528334
39,34,"Муниципальное автономное дошкольное образовательное учреждение ""Детский сад № 2 ""Сказка"" городского округа город Урюпинск Волгоградской области",детский сад,"Урюпинский район, г. Урюпинск, пр.Строителей, д. 6 ",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.7882176,42.05207559999999
40,35,"Муниципальное автономное дошкольное образовательное учреждение ""Детский сад 
№ 8 ""Чебурашка"" городского округа город Урюпинск Волгоградской области
",детский сад,"Урюпинский район, г. Урюпинск, ул.Октябрьская, д. 158",х,дети,1,1,2,2,2,https://zhit-vmeste.ru/map/,50.8133736,42.0019395
41,36,"Муниципальное дошкольное образовательное учреждение ""Шуруповский детский сад ""Дюймовочка"" Фроловского муниципального района Волгоградской области",детский сад,"Фроловский район, х. Шуруповский, ул. Седова, д. 11 а",х,дети,1,1,1,1,0,https://zhit-vmeste.ru/map/,49.7317887,43.7048843
42,37,"Муниципальное казенное общебразовательное учреждение ""Чернышковский детский сад № 1 ""Солнышко"" Чернышковского муниципального района Волгоградской области",детский сад,"Чернышковский район, р.п. Чернышковский, ул. Цимлянская, д. 12",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,48.42726560000001,42.2178657
43,38,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 19 Ворошиловского района Волгограда""",детский сад,"г. Волгоград, ул. Козловская, д. 18 а",х,дети,2,1,2,2,1,https://zhit-vmeste.ru/map/,48.696951,44.493026
44,39,"Муниципальное дошкольное образовательное учреждение ""Центр развития ребенка № 6 Дзержинского района Волгограда""",детский сад,"г. Волгоград, ул. 8-й Воздушной Армии, д. 23 а",х,дети,0,0,0,2,2,https://zhit-vmeste.ru/map/,48.7547,44.49703299999999
45,40,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 31 Дзержинского района Волгограда""",детский сад,"г. Волгоград, ул. им. Покрышкина, д. 5 ",х,     дети,1,2,2,2,2,https://zhit-vmeste.ru/map/,48.7461056,44.51123140000001
46,41,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 32 Дзержинского района Волгограда""",детский сад,"г. Волгоград, ул. Космонавтов, д. 30 а",х,дети,1,2,2,2,2,https://zhit-vmeste.ru/map/,48.764483,44.5080694
47,42,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 32 Дзержинского района Волгограда""",детский сад,"г. Волгоград, ул. Восточно-Казахстанская, д. 4",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.7644002,44.4986207
48,43,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 3 Кировского района Волгограда""",детский сад,"г. Волгоград, ул. гвардии майора Маресьева, зд. 2",х,дети,2,2,1,0,1,https://zhit-vmeste.ru/map/,48.708048,44.5133034
49,44,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 377 Кировского района Волгограда""",детский сад,"г. Волгоград, ул. Колосовая, зд. 6 а",х,дети,0,2,1,1,1,https://zhit-vmeste.ru/map/,48.595254,44.4210368
50,45,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 279 Красноармейского района Волгограда""",детский сад,"г. Волгоград, ул. 50 лет Октября, д. 9",х,дети,0,0,0,2,0,https://zhit-vmeste.ru/map/,48.5183159,44.5600541
51,46,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 374 Красноармейского района Волгограда""",детский сад,"г. Волгоград, б-р им. Энгельса, д. 12",х,дети,0,0,0,2,2,https://zhit-vmeste.ru/map/,48.51427349999999,44.5417502
52,47,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 165 Краснооктябрьского района Волгограда""",детский сад,"г. Волгоград, пос. Мирный, д. 69 а",х,дети,1,1,3,2,2,https://zhit-vmeste.ru/map/,48.788021,44.577169
53,48,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 283 Краснооктябрьского района Волгограда""",детский сад,"г. Волгоград, ул. им. генерала Штеменко, д. 12 а",х,дети,1,1,0,0,0,https://zhit-vmeste.ru/map/,48.7745098,44.5635233
54,49,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 375 Краснооктябрьского района Волгограда""",детский сад,"г. Волгоград, ул. Триумфальная, д. 20",,дети,0,0,1,0,0,https://zhit-vmeste.ru/map/,48.7835535,44.5573044
55,50,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 7 ""Долина детства"" Советского района Волгограда""",детский сад,"г. Волгоград, ул. им. полковника Добрушина, д. 3",х,дети,0,0,1,0,1,https://zhit-vmeste.ru/map/,48.6600414,44.4111564
56,51,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 7 ""Долина детства"" Советского района Волгограда""
",детский сад,"г. Волгоград, ул. им. полковника Добрушина, д. 27",х,дети,0,1,1,1,1,https://zhit-vmeste.ru/map/,48.6620236,44.4079839
57,52,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 8 Советского района Волгограда""",детский сад,"г. Волгоград, пос. Горная Поляна, ул.им. Григория Засекина, д. 3 ",х,дети,0,0,1,0,1,https://zhit-vmeste.ru/map/,48.6306678,44.3968834
58,53,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 36 Советского района Волгограда""",детский сад,"г. Волгоград, ул. им. Маршала Воронова, д. 16",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.64505399999999,44.411707
59,54,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 246 Советского района Волгограда""",детский сад,"г. Волгоград, ул. Даугавская, д. 7",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.6571626,44.4409231
60,55,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 201 Тракторозаводского района Волгограда""",детский сад," Волгоград, ул. Героев Тулы, д. 11 а",х,дети,1,1,2,2,1,https://zhit-vmeste.ru/map/,48.840234,44.644457
61,56,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 220 Тракторозаводского района Волгограда""",детский сад,"г. Волгоград, ул. Загорская, д. 11",х,дети,0,0,0,1,0,https://zhit-vmeste.ru/map/,48.7903398,44.5892819
62,57,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 47 Центрального района Волгограда""",детский сад,"г. Волгоград, ул. Советская, д. 28",х,дети,2,2,2,2,0,https://zhit-vmeste.ru/map/,48.7136795,44.5303665
63,58,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 71 Центрального района Волгограда""",детский сад,"г. Волгоград, ул. 7-й Гвардейской, д. 7",х,дети,0,0,2,0,0,https://zhit-vmeste.ru/map/,48.76227009999999,44.5317924
64,59,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 97 Центрального района  Волгограда""",детский сад,"г. Волгоград, ул. Новороссийская, д. 30",х,дети,0,2,2,0,2,https://zhit-vmeste.ru/map/,48.7178214,44.5151966
65,60,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 2 ""Калейдоскоп"" г. Волжского Волгоградской области""",детский сад,"г. Волжский, ул. им. Ю.П. Харламова, д. 6",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.7633562,44.7886511
66,61,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 3 ""Вундеркинд""
г. Волжского Волгоградской области""
",детский сад,"г. Волжский, пр. им. Ленина, д. 403",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7495784,44.8047183
67,62,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 3 ""Вундеркинд""
г. Волжского Волгоградской области""
",детский сад,"г. Волжский, п. Металлург, ул. Иртышская, д.16",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7351914,44.8258014
68,63,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 8 ""Матрешка""
г. Волжского Волгоградской области""
",детский сад,"г. Волжский, ул. Волжской Военной Флотилии, д. 74",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7551105,44.8251658
69,64,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 65 ""Калинка""
г. Волжского Волгоградской области""
",детский сад,"г. Волжский, пр. им. Ленина, д. 125",х,дети,1,0,1,1,0,https://zhit-vmeste.ru/map/,48.778729,44.7618057
70,65,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 5 ""Улыбка""                             г. Волжского Волгоградской области"" ",детский сад,"г. Волжский, пр. Дружбы, д. 125",х,дети,0,0,2,2,0,https://zhit-vmeste.ru/map/,48.7563685,44.813183
71,66,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 92 ""Черемушка""
г. Волжского Волгоградской области""
",детский сад,"г. Волжский, ул. Пушкина, д. 146",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7721873,44.8133637
72,67,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 104 ""Звоночек"" г. Волжского Волгоградской области"" ",детский сад,"г. Волжский, ул. Пушкина, д. 164",х,дети,1,1,2,1,2,https://zhit-vmeste.ru/map/,48.767134,44.81895
73,68,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 107 ""Искорка""
г. Волжского Волгоградской области""
",детский сад,"г. Волжский, 
ул. 40 лет Победы, д. 74
",х,дети,0,0,2,0,2,https://zhit-vmeste.ru/map/,48.760228,44.820354
74,69,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 112 ""Почемучки""
г. Волжского Волгоградской области""
",детский сад,"г. Волжский, ул. Оломоуцкая, д. 6",х,дети,0,0,2,1,1,https://zhit-vmeste.ru/map/,48.7566183,44.7954698
75,70,"Муниципальное бюджетное общеобразовательное учреждение ""Алексеевская средняя школа имени И.В. Мушкетова"" Алексеевского муниципального района Волгоградской области",школа,"Алексеевский район, ст. Алексеевская, ул. Ленина, д. 44 а",х,дети,2,2,0,0,0,https://zhit-vmeste.ru/map/,50.2929627,42.1836052
76,71,"Муниципальное казенное общеобразовательное учреждение ""Быковская средняя школа № 1 имени Героя России Арефьева Сергея Анатольевича"" Быковского муниципального района Волгоградской области",школа,"Быковский район, р.п. Быково, ул.Мира, д. 23 а",х,дети,0,0,2,2,0,https://zhit-vmeste.ru/map/,49.77236809999999,45.3876692
77,72,"Муниципальное казенное общеобразовательное учреждение ""Быковская средняя школа № 3"" Быковского муниципального района Волгоградской области",школа,"Быковский район, р.п. Быково, ул.Щербакова, д. 3",х,дети,0,0,2,2,0,https://zhit-vmeste.ru/map/,49.7667516,45.3841451
78,73,"Муниципальное казенное общеобразовательное учреждение ""Красносельцевская средняя школа"" Быковского муниципального района Волгоградской области",школа,"Быковский район, с. Красноселец, ул.Новостройка, д. 18",х,дети,0,0,2,2,0,https://zhit-vmeste.ru/map/,49.6608321,45.7378157
79,74,"Муниципальное казенное общеобразовательное учреждение ""Новоникольская средняя школа"" Быковского муниципального района Волгоградской области",школа,"Быковский район, с. Новоникольское, ул. Шурухина, д. 40",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,49.1948702,45.0128522
80,75,"Муниципальное казенное общеобразовательное учреждение ""Приморская средняя школа с углубленным изучением отдельных предметов им. Героя Советского Союза Семенова П.А."" Быковского муниципального района Волгоградской области",школа,"Быковский район, п. Приморск, ул.Пионерская, д. 6",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,49.2680248,45.0321868
81,76,"Муниципальное бюджетное общеобразовательное учреждение ""Городищенская средняя школа № 1""",школа,"Городищенский район, р.п. Городище, ул. Чуйкова, д. 6 а",х,дети,1,1,0,0,0,https://zhit-vmeste.ru/map/,48.8079407,44.4781778
82,77,"Муниципальное бюджетное общеобразовательное учреждение ""Новорогачинская средняя школа""",школа,"Городищенский район, р.п. Новый Рогачик, ул. Озерная, д. 2",х,дети,1,1,0,0,0,https://zhit-vmeste.ru/map/,48.67313000000001,44.0554633
83,78,"Муниципальное бюджетное общеобразовательное учреждение ""Новожизненская средняя школа""",школа,"Городищенский район, п. Областной сельскохозяйственной опытной станции, ул. Дачная, д. 103",х,дети,1,1,0,0,0,https://zhit-vmeste.ru/map/,48.8821233,44.3876764
84,79,"Муниципальное бюджетное общеобразовательное учреждение ""Ерзовская средняя школа имени Героя Советского Союза Гончарова Петра Алексеевича""",школа,"Городищенский район, р.п. Ерзовка, ул. Школьная, д. 2",х,дети,1,1,0,0,0,https://zhit-vmeste.ru/map/,48.9349827,44.63550679999999
85,80,"Муниципальное бюджетное общеобразовательное учреждение ""Россошинская средняя школа имени Героя Советского Союза И.Ф. Бибишева""",школа,"Городищенский район, п. Степной, ул.Центральная, д. 1",х,дети,2,2,0,0,0,https://zhit-vmeste.ru/map/,48.8522132,44.2202145
86,81,Муниципальное казенное общеобразовательное учреждение Березовская кадетская (казачья) средняя школа-интернат Даниловского муниципального района Волгоградской области,школа-интернат,"Даниловский район, ст. Березовская,           ул. Центральная, д. 7",х,дети,0,1,1,1,0,https://zhit-vmeste.ru/map/,56.0373026,93.1267384
87,82,Муниципальное казенное общеобразовательное учреждение средняя школа № 1 г. Дубовки Дубовского муниципального района Волгоградской области,школа,"Дубовский район, г. Дубовка, ул.Советская, 62 (корпус 1)",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,49.0575834,44.8279795
88,83,Муниципальное казенное общеобразовательное учреждение средняя школа № 1 г. Дубовки Дубовского муниципального района Волгоградской области,школа,"Дубовский район, г. Дубовка, ул.Московская, 14 (корпус 2)",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,49.0507376,44.8315061
89,84,Муниципальное казенное общеобразовательное учреждение Прямобалкинская основная школа Дубовского муниципального района Волгоградской области,школа,"Дубовский район, с. Прямая Балка, ул.Мира, д. 32",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,49.2340538,44.7188344
90,85,Муниципальное казенное общеобразовательное учреждение Лозновская средняя школа Дубовского муниципального района Волгоградской области,школа,"Дубовский район, с. Лозное, ул.Республиканская, д. 1",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,49.2852146,44.4204022
91,86,Муниципальное казенное общеобразовательное учреждение Горнобалыклейская средняя школа Дубовского муниципального района Волгоградской области,школа,"Дубовский район, с. Горный Балыклей, ул. Пушкина, д. 18",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,49.5520436,45.0648126
92,87,Муниципальное бюджетное образовательное учреждение Иловлинская средняя общеобразовательная школа № 1 Иловлинского муниципального района Волгоградской области,школа,"Иловлинский район, р.п. Иловля, ул.Красноармейская, д. 39 а",х,дети,1,0,1,1,0,https://zhit-vmeste.ru/map/,49.3052798,43.9821255
93,88,Муниципальное бюджетное общеобразовательное учреждение средняя школа № 1 городского округа – город Камышин Волгоградской области,школа,"г. Камышин, ул. Республиканская, д. 36",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.08056389999999,45.4107449
94,89,Муниципальное бюджетное общеобразовательное учреждение средняя школа № 17 городского округа – город Камышин Волгоградской области,школа,"г. Камышин, ул. Некрасова, д. 13",х,дети,1,1,1,1,0,https://zhit-vmeste.ru/map/,50.0954156,45.4198277
95,90,Муниципальное бюджетное общеобразовательное учреждение средняя школа № 14 городского округа – город Камышин Волгоградской области,школа,"г. Камышин, ул. Мира, д. 21",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,50.1047641,45.415297
96,91,Муниципальное казенное общеобразовательное учреждение средняя школа № 31 г. Петров Вал Камышинского муниципального района Волгоградской области,школа,"Камышинский район, г. Петров Вал, ул. Пионерская, д. 14",х,дети,1,1,1,1,0,https://zhit-vmeste.ru/map/,50.1326697,45.2025205
97,92,"Муниципальное казенное общеобразовательное учреждение ""Преображенская средняя школа"" Киквидзенского района Волгоградской области",школа,"Киквидзенский район, ст.Преображенская, ул.Комсомольская, д. 25",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,50.7455969,43.0563602
98,93,"Муниципальное казенное общеобразовательное учреждение ""Мачешанская средняя школа"" ",школа,"Киквидзенский район, с. Мачеха, ул.Ленинская, д. 27",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,50.80093429999999,43.3045356
99,94,"Муниципальное казенное общеобразовательное учреждение ""Верхнебузиновская средняя школа"" Клетского муниципального района Волгоградской области",школа,"Клетский район, х. Верхняя Бузиновка, микрорайон Скопной, д. 19",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,49.0591224,43.2129909
100,95,"Муниципальное казенное общеобразовательное учреждение ""Верхнечеренская средняя школа"" Клетского муниципального района Волгоградской области",школа,"Клетский район, х. Верхнечеренский, ул. Центральная, д. 69",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,49.213232,42.6676752
101,96,"Муниципальное казенное общеобразовательное учреждение ""Захаровская средняя школа"" Клетского муниципального района Волгоградской области",школа,"Клетский район, х. Захаров, пер.Садовый, д. 2",х,дети,1,1,2,1,1,https://zhit-vmeste.ru/map/,49.1717091,42.9409475
102,97,"Муниципальное казенное общеобразовательное учреждение ""Калмыковская средняя школа"" Клетского муниципального района Волгоградской области",школа,"Клетский район, х. Калмыковский, ул.Школьная, д. 19",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,49.015846,42.802681
103,98,"Муниципальное казенное общеобразовательное учреждение ""Манойлинская средняя школа"" Клетского муниципального района Волгоградской области",школа,"Клетский район, х. Манойлин, ул.Школьная, д.12",х,дети,1,1,1,1,0,https://zhit-vmeste.ru/map/,49.0127323,42.9051028
104,99,"Муниципальное казенное общеобразовательное учреждение ""Перекопская средняя школа"" Клетского муниципального района Волгоградской области",школа,"Клетский район, х. Перекопка, ул.Центральная, д. 31",х,дети,1,0,0,0,0,https://zhit-vmeste.ru/map/,49.3573677,43.3356757
105,100,"Муниципальное казенное общеобразовательное учреждение ""Перелазовская средняя школа"" Клетского муниципального района Волгоградской области",школа,"Клетский район, х. Перелазовский, ул.Центральная, д. 1",х,дети,1,0,1,0,0,https://zhit-vmeste.ru/map/,49.141624,42.57336
106,101,"Муниципальное казенное общеобразовательное учреждение ""Клетская средняя школа"" Клетского муниципального района Волгоградской области",школа,"Клетский район, ст. Клетская, ул.Ленина, д. 32 а",х,дети,1,1,1,0,1,https://zhit-vmeste.ru/map/,49.3069277,43.0542141
107,102,"Муниципальное казенное общеобразовательное учреждение ""Кременская средняя школа"" Клетского муниципального района Волгоградской области",школа,"Клетский район, ст. Кременская, ул.Газовиков, д. 23",х,дети,0,0,0,1,0,https://zhit-vmeste.ru/map/,49.47773429999999,43.4570202
